LATITUDE,LONGITUDE,ACQ_TIME,date,war_fire
46.403866,32.47274,0948,2022-07-27,1
46.404064,32.078732,0030,2022-08-05,1
46.404594,32.464542,1124,2022-07-27,1
46.404785,32.469189,1124,2022-07-27,1
46.4048,32.079281,1018,2022-08-05,1
46.40498,32.473885,1124,2022-07-27,1
46.4051,34.0442,0823,2022-08-04,1
46.405102,32.108799,1000,2022-08-06,1
46.4053,32.0959,1040,2022-08-05,1
46.405361,32.129173,1000,2022-08-06,1
46.405602,32.101833,0012,2022-08-06,1
46.405708,32.072266,0030,2022-08-05,1
46.40593,32.0658,1018,2022-08-05,1
46.405979,34.132919,1030,2022-07-22,1
46.406727,34.137875,1030,2022-07-22,1
46.4086,34.1232,0854,2022-07-22,1
46.409191,32.130726,1118,2022-08-07,1
46.4093,32.1023,0811,2022-08-06,1
46.409599,32.126995,1000,2022-08-06,1
46.410183,32.117611,0012,2022-08-06,1
46.410748,32.089783,1018,2022-08-05,1
46.410843,32.112701,1000,2022-08-06,1
46.411823,32.07795,1000,2022-08-06,1
46.411884,32.076324,1018,2022-08-05,1
46.412338,32.118759,1000,2022-08-06,1
46.4124,34.1492,0854,2022-07-22,1
46.412579,32.11311,2230,2022-08-05,1
46.4134,32.1217,1920,2022-08-06,1
46.413586,32.104454,1000,2022-08-06,1
46.413834,32.124825,1000,2022-08-06,1
46.414528,32.078247,0012,2022-08-06,1
46.415081,32.110523,1000,2022-08-06,1
46.415092,32.129478,2354,2022-08-06,1
46.4156,34.1327,0854,2022-07-22,1
46.415913,32.124531,2354,2022-08-06,1
46.416065,32.075764,1000,2022-08-06,1
46.416264,32.10849,0942,2022-08-07,1
46.417259,32.100677,1042,2022-08-09,1
46.417553,32.114635,2354,2022-08-06,1
46.4176,32.0886,1920,2022-08-06,1
46.418,34.3932,0842,2022-08-09,1
46.418373,32.109684,2354,2022-08-06,1
46.419,34.1273,1031,2022-07-22,1
46.419464,34.116501,0942,2022-08-07,1
46.4202,32.1034,1920,2022-08-06,1
46.4203,34.3798,0842,2022-08-09,1
46.420403,32.072746,0030,2022-08-05,1
46.420551,34.120457,0942,2022-08-07,1
46.420826,32.094841,2354,2022-08-06,1
46.420891,32.12817,0924,2022-08-08,1
46.421642,32.089897,2354,2022-08-06,1
46.422157,32.126339,0924,2022-08-08,1
46.423107,34.132732,1030,2022-07-22,1
46.4234,34.1134,0854,2022-08-07,1
46.423428,32.117355,2336,2022-08-07,1
46.423515,32.135654,0924,2022-08-08,1
46.424129,32.11166,2336,2022-08-07,1
46.424755,32.133865,0924,2022-08-08,1
46.425262,34.307335,1030,2022-07-30,1
46.42614,32.143135,0924,2022-08-08,1
46.4262,34.0931,1057,2022-08-10,1
46.426231,32.123951,2336,2022-08-07,1
46.4265,34.1428,1023,2022-07-31,1
46.426849,34.107563,0918,2022-08-08,1
46.427349,32.141392,0924,2022-08-08,1
46.4279,34.1069,1057,2022-08-10,1
46.428047,34.144775,1012,2022-07-31,1
46.4287,34.3011,0805,2022-07-30,1
46.429268,34.311264,1030,2022-07-30,1
46.429314,34.115017,1024,2022-08-10,1
46.429661,34.130676,1030,2022-07-22,1
46.431534,34.143353,1012,2022-07-31,1
46.431831,32.137127,2336,2022-08-07,1
46.432941,34.129646,1030,2022-07-22,1
46.434,32.0791,0903,2022-05-10,1
46.434433,34.139568,1030,2022-07-22,1
46.4351,32.073,0903,2022-05-10,1
46.435661,34.294704,2242,2022-07-30,1
46.4369,34.1382,1023,2022-07-31,1
46.437,32.0632,0903,2022-05-10,1
46.438,32.0571,0903,2022-05-10,1
46.438061,32.066273,1000,2022-05-10,1
46.43882,34.331657,0042,2022-07-30,1
46.438911,32.068501,0012,2022-05-10,1
46.439228,34.302845,0024,2022-07-31,1
46.439568,32.072407,1000,2022-05-10,1
46.440224,32.062225,0012,2022-05-10,1
46.441021,34.30629,2242,2022-07-30,1
46.441189,34.300705,2242,2022-07-30,1
46.441536,32.055962,0012,2022-05-10,1
46.441887,34.312202,0024,2022-07-31,1
46.44236,32.081059,2336,2022-08-07,1
46.4425,34.4819,0949,2022-07-21,1
46.442528,32.070084,0012,2022-05-10,1
46.443,32.1072,1027,2022-08-07,1
46.443062,32.075352,2336,2022-08-07,1
46.44368,34.305317,0024,2022-07-31,1
46.44384,32.063812,0012,2022-05-10,1
46.443951,34.311954,0024,2022-07-31,1
46.4448,32.0713,1146,2022-05-09,1
46.444828,32.077942,0012,2022-05-10,1
46.445621,32.110634,1118,2022-08-07,1
46.446049,32.118225,1118,2022-08-07,1
46.446091,32.057117,1018,2022-05-09,1
46.44614,32.071671,0012,2022-05-10,1
46.4468,34.4708,0949,2022-07-21,1
46.446869,32.111164,1118,2022-08-07,1
46.446896,32.133434,1118,2022-08-07,1
46.44733,32.118748,1118,2022-08-07,1
46.4474,32.128,1027,2022-08-07,1
46.447453,32.065395,0012,2022-05-10,1
46.447796,32.126343,1118,2022-08-07,1
46.448261,32.133938,1118,2022-08-07,1
46.448441,32.079536,0012,2022-05-10,1
46.449753,32.073257,0012,2022-05-10,1
46.4498,32.0517,0821,2022-05-09,1
46.451614,34.298168,2224,2022-07-23,1
46.45229,32.193138,0006,2022-08-01,1
46.452511,34.2985,0006,2022-07-24,1
46.4534,32.187477,0006,2022-08-01,1
46.45454,32.155544,1112,2022-08-02,1
46.455101,32.18129,1012,2022-07-31,1
46.4554,34.2919,0842,2022-07-24,1
46.455452,32.152424,1042,2022-08-09,1
46.456226,34.300186,0006,2022-07-24,1
46.456314,34.285225,0954,2022-07-24,1
46.457672,34.293514,0006,2022-07-24,1
46.457813,32.020763,0030,2022-05-09,1
46.458641,34.298088,2224,2022-07-23,1
46.458755,32.151455,1042,2022-08-09,1
46.459038,32.025532,1018,2022-05-09,1
46.460247,32.031574,1018,2022-05-09,1
46.460506,32.029499,0030,2022-05-09,1
46.460556,34.282394,1136,2022-07-24,1
46.460728,34.296486,1136,2022-07-24,1
46.4608,34.2928,1837,2022-07-20,1
46.461384,32.01799,1018,2022-05-09,1
46.46146,32.037617,1018,2022-05-09,1
46.462147,32.023083,0030,2022-05-09,1
46.4622,34.3083,0842,2022-07-24,1
46.462597,32.02404,1018,2022-05-09,1
46.4634,32.0397,0821,2022-05-09,1
46.463783,32.016682,0030,2022-05-09,1
46.463806,32.030083,1018,2022-05-09,1
46.464737,34.29451,2348,2022-07-24,1
46.464943,32.016495,1018,2022-05-09,1
46.465019,32.036129,1018,2022-05-09,1
46.465153,31.891058,1030,2022-07-06,1
46.4652,32.0196,0821,2022-05-09,1
46.4659,32.0111,1050,2022-05-10,1
46.466026,31.896156,1030,2022-07-06,1
46.466225,32.042164,1018,2022-05-09,1
46.466335,31.899616,0948,2022-07-03,1
46.46637,31.903957,0948,2022-07-03,1
46.4673,32.0214,1008,2022-05-09,1
46.467365,32.028587,1018,2022-05-09,1
46.467537,32.040592,0030,2022-05-09,1
46.4679,32.1234,0945,2022-05-27,1
46.468113,32.01902,0030,2022-05-09,1
46.468506,32.014992,1018,2022-05-09,1
46.468575,32.034634,1018,2022-05-09,1
46.4687,32.0136,1008,2022-05-09,1
46.469715,32.021046,1018,2022-05-09,1
46.469784,32.040668,1018,2022-05-09,1
46.470604,32.120731,0036,2022-08-10,1
46.470924,32.027096,1018,2022-05-09,1
46.471039,32.012848,1000,2022-05-10,1
46.472656,32.12178,0036,2022-08-10,1
46.473125,32.139492,0036,2022-08-10,1
46.474,32.0759,0953,2022-05-27,1
46.474094,32.025124,1000,2022-05-10,1
46.47472,32.015774,1142,2022-05-10,1
46.4748,32.0724,0953,2022-05-27,1
46.475189,33.529697,1048,2022-07-21,1
46.475204,32.131958,0036,2022-08-10,1
46.475231,32.123379,0036,2022-08-10,1
46.4753,32.0231,1146,2022-05-09,1
46.475349,32.012745,1142,2022-05-10,1
46.475502,34.31823,1012,2022-07-23,1
46.47559,32.096943,1118,2022-05-27,1
46.475674,32.094643,0942,2022-05-27,1
46.47578,32.141159,0036,2022-08-10,1
46.476559,32.096897,0942,2022-05-27,1
46.47681,32.090603,1118,2022-05-27,1
46.476833,32.016788,1000,2022-05-10,1
46.477116,32.099545,0942,2022-05-27,1
46.477272,32.098099,1118,2022-05-27,1
46.477287,32.124416,0036,2022-08-10,1
46.4776,32.0803,1131,2022-05-27,1
46.477818,32.13361,0036,2022-08-10,1
46.478024,32.10178,0942,2022-05-27,1
46.478554,32.104431,0942,2022-05-27,1
46.478977,34.316833,1012,2022-07-23,1
46.479485,32.106647,0942,2022-05-27,1
46.4795,32.1088,1131,2022-05-27,1
46.479912,32.094173,0012,2022-05-26,1
46.479973,32.088863,1118,2022-05-27,1
46.480095,34.335995,2224,2022-07-23,1
46.48019,34.345512,2224,2022-07-23,1
46.480404,32.096386,1118,2022-05-27,1
46.480614,32.031044,1100,2022-05-12,1
46.480831,32.103928,1118,2022-05-27,1
46.480843,31.659784,1124,2022-08-31,1
46.48119,31.660324,1124,2022-08-31,1
46.481346,34.309723,1012,2022-07-23,1
46.481689,32.093716,0942,2022-05-27,1
46.48209,32.097569,1118,2022-05-27,1
46.482243,32.096329,0942,2022-05-27,1
46.482319,31.652374,0942,2022-08-31,1
46.482449,34.315437,1012,2022-07-23,1
46.482555,32.105087,1118,2022-05-27,1
46.483154,32.098587,0942,2022-05-27,1
46.483803,31.657305,0942,2022-08-31,1
46.483875,34.342094,0006,2022-07-24,1
46.484821,34.308327,1012,2022-07-23,1
46.485065,32.098598,0936,2022-06-07,1
46.485294,34.341724,2224,2022-07-23,1
46.48671,32.097191,0936,2022-06-07,1
46.487106,34.335945,2224,2022-07-23,1
46.487183,31.802519,0006,2022-08-01,1
46.48792,31.6392,1051,2022-09-07,1
46.488483,32.102886,0936,2022-06-07,1
46.4886,31.64454,1051,2022-09-07,1
46.488647,32.109894,0936,2022-06-07,1
46.4892,31.666,1058,2022-09-02,1
46.489548,31.809414,0006,2022-08-01,1
46.4902,31.867,1051,2022-05-10,1
46.490246,32.108559,0936,2022-06-07,1
46.490498,32.095039,0936,2022-06-07,1
46.490593,31.803892,0006,2022-08-01,1
46.490616,34.266171,1018,2022-08-13,1
46.4907,31.6857,1041,2022-08-28,1
46.491081,34.25869,2354,2022-08-14,1
46.49133,31.63828,1051,2022-09-07,1
46.491646,31.86245,1000,2022-05-10,1
46.492004,32.114216,0936,2022-06-07,1
46.49201,31.64362,1051,2022-09-07,1
46.492085,34.253334,2354,2022-08-14,1
46.492287,32.100689,0936,2022-06-07,1
46.492958,31.810789,0006,2022-08-01,1
46.4936,31.7014,1041,2022-08-28,1
46.49374,31.861727,0012,2022-05-10,1
46.494011,31.805264,0006,2022-08-01,1
46.494152,31.698631,1100,2022-07-15,1
46.494411,31.778685,1154,2022-07-31,1
46.4946,31.8666,0903,2022-05-10,1
46.49498,31.777073,1154,2022-07-31,1
46.495518,31.861891,1142,2022-05-10,1
46.495937,31.86022,1000,2022-05-10,1
46.4962,31.6505,1058,2022-09-02,1
46.496262,31.779251,1012,2022-07-31,1
46.496368,31.812162,0006,2022-08-01,1
46.496777,31.813528,0006,2022-08-01,1
46.496899,31.858618,1142,2022-05-10,1
46.497421,31.806641,0006,2022-08-01,1
46.4975,31.851,0903,2022-05-10,1
46.497639,31.857014,1018,2022-05-09,1
46.497845,31.808014,0006,2022-08-01,1
46.497948,31.697832,1100,2022-07-15,1
46.497993,31.687372,1036,2022-08-28,1
46.498,31.6633,1058,2022-09-02,1
46.49815,32.45916,0113,2023-01-18,1
46.4983,31.7889,1956,2022-07-31,1
46.498474,31.801111,0006,2022-08-01,1
46.498516,31.770563,1012,2022-07-31,1
46.498775,31.692327,1036,2022-08-28,1
46.498909,31.802498,0006,2022-08-01,1
46.498989,31.759766,0006,2022-08-01,1
46.499523,31.795593,0006,2022-08-01,1
46.499783,31.81354,0006,2022-08-01,1
46.49981,31.66939,1045,2022-09-02,1
46.4999,31.6761,1058,2022-09-02,1
46.499981,31.796993,0006,2022-08-01,1
46.5,31.8069,1956,2022-07-31,1
46.500038,31.777519,1012,2022-07-31,1
46.500114,31.752237,0942,2022-08-31,1
46.500187,31.814901,0006,2022-08-01,1
46.50053,31.67443,1045,2022-09-02,1
46.500835,31.80801,0006,2022-08-01,1
46.500843,31.686579,1018,2022-08-29,1
46.500881,31.700481,0942,2022-07-14,1
46.50092,32.46571,2335,2023-01-17,1
46.500992,31.752478,0942,2022-08-31,1
46.501255,31.809383,0006,2022-08-01,1
46.501266,31.686293,1036,2022-08-28,1
46.501305,31.769979,1154,2022-07-31,1
46.50132,32.47215,0113,2023-01-18,1
46.501556,31.784473,1012,2022-07-31,1
46.50163,32.4594,2335,2023-01-17,1
46.5018,31.7774,0848,2022-07-31,1
46.501884,31.802488,0006,2022-08-01,1
46.501915,31.768326,1154,2022-07-31,1
46.502045,31.691252,1036,2022-08-28,1
46.502186,31.858679,0012,2022-05-10,1
46.502293,31.768847,1012,2022-07-31,1
46.502327,31.803867,0006,2022-08-01,1
46.502827,31.696207,1036,2022-08-28,1
46.5029,31.7928,1023,2022-07-31,1
46.503815,31.775799,1012,2022-07-31,1
46.50389,32.47286,2335,2023-01-17,1
46.5043,32.46393,0113,2023-01-18,1
46.504421,31.685083,1018,2022-08-29,1
46.504593,31.798363,1012,2022-07-31,1
46.504669,31.810755,0006,2022-08-01,1
46.50532,32.46027,2335,2023-01-17,1
46.5056,31.782331,0024,2022-07-31,1
46.505646,31.691175,1018,2022-08-29,1
46.5057,31.6807,1123,2022-08-29,1
46.505737,31.805241,0006,2022-08-01,1
46.505772,31.860241,0012,2022-05-10,1
46.5067,31.8061,0848,2022-07-31,1
46.5072,31.8255,1123,2022-08-29,1
46.507267,31.845606,1124,2022-08-31,1
46.507969,31.80608,1154,2022-07-31,1
46.508011,31.79711,1154,2022-07-31,1
46.508129,31.771547,0024,2022-07-31,1
46.508358,31.789732,0024,2022-07-31,1
46.508411,31.80439,1154,2022-07-31,1
46.508457,31.759556,2354,2022-08-30,1
46.508564,31.690247,1200,2022-08-29,1
46.5087,31.7932,0848,2022-07-31,1
46.50872,31.839085,2336,2022-08-31,1
46.509148,31.80661,0006,2022-08-01,1
46.509411,31.833296,2336,2022-08-31,1
46.509556,31.844469,0942,2022-08-31,1
46.509624,31.784336,0024,2022-07-31,1
46.509663,31.690392,1200,2022-08-29,1
46.5097,31.7561,1111,2022-08-31,1
46.509781,31.761015,1000,2022-08-30,1
46.50988,31.803591,1012,2022-07-31,1
46.510025,31.84506,0942,2022-08-31,1
46.510147,31.699015,1036,2022-08-28,1
46.5107,31.7803,0848,2022-07-31,1
46.510715,31.762083,2354,2022-08-30,1
46.510738,31.844728,1124,2022-08-31,1
46.511028,31.833723,1018,2022-08-29,1
46.511112,31.79714,0024,2022-07-31,1
46.511532,31.797123,0024,2022-07-31,1
46.511787,31.759882,1000,2022-08-30,1
46.511936,31.761171,1018,2022-08-29,1
46.512085,31.845047,1124,2022-08-31,1
46.512138,31.794928,1012,2022-07-31,1
46.51221,32.48877,1040,2023-01-19,1
46.512302,31.761202,1142,2022-08-30,1
46.512379,31.79174,0024,2022-07-31,1
46.512634,31.69298,1036,2022-08-28,1
46.512825,31.791737,0024,2022-07-31,1
46.512833,31.690147,0054,2022-08-28,1
46.5129,31.7619,1123,2022-08-29,1
46.513,31.8304,0817,2022-08-29,1
46.5131,31.6869,1041,2022-08-28,1
46.5133,31.693,0912,2022-08-28,1
46.513378,31.826193,1018,2022-08-29,1
46.5134,31.8232,0817,2022-08-29,1
46.513412,31.849403,0012,2022-08-30,1
46.513416,31.697939,1036,2022-08-28,1
46.5135,31.789104,2242,2022-07-30,1
46.51393,32.4903,0054,2023-01-19,1
46.514305,31.848574,1000,2022-08-30,1
46.514584,31.83223,1018,2022-08-29,1
46.5147,31.7824,1123,2022-08-29,1
46.51476,32.49364,2313,2023-01-18,1
46.514912,31.780949,0024,2022-07-31,1
46.515125,31.686945,1036,2022-08-28,1
46.5154,31.6882,0912,2022-08-28,1
46.515411,31.780979,0024,2022-07-31,1
46.515476,31.679861,2254,2022-08-28,1
46.515499,31.759676,1018,2022-08-29,1
46.51559,32.49425,2313,2023-01-18,1
46.5156,31.8287,1925,2022-08-29,1
46.515617,31.673677,2254,2022-08-28,1
46.515728,31.818659,1018,2022-08-29,1
46.515907,31.691904,1036,2022-08-28,1
46.516,31.7025,1041,2022-08-28,1
46.5165,31.8029,1123,2022-08-29,1
46.516674,31.696968,2312,2022-08-27,1
46.516685,31.696863,1036,2022-08-28,1
46.516933,31.824699,1018,2022-08-29,1
46.517284,31.830627,0012,2022-08-30,1
46.517464,31.70182,1036,2022-08-28,1
46.5178,31.8423,1925,2022-08-29,1
46.518002,31.791464,1018,2022-08-29,1
46.518398,31.685869,1036,2022-08-28,1
46.518566,31.831409,0012,2022-08-30,1
46.519215,31.797522,1018,2022-08-29,1
46.51934,32.49435,2313,2023-01-18,1
46.5196,31.838472,0012,2022-08-30,1
46.52018,32.49496,2313,2023-01-18,1
46.52042,31.803574,1018,2022-08-29,1
46.520863,31.839231,0012,2022-08-30,1
46.52087,32.48979,2335,2023-01-17,1
46.522099,31.800354,1200,2022-08-29,1
46.522293,31.710663,1036,2022-08-28,1
46.522728,32.444588,1054,2022-03-20,1
46.52277,31.796026,1018,2022-08-29,1
46.523636,31.585527,0942,2022-08-31,1
46.523983,31.802082,1018,2022-08-29,1
46.5241,31.6363,1123,2022-08-29,1
46.524616,31.587515,1124,2022-08-31,1
46.524769,32.434658,0918,2022-03-20,1
46.524788,31.704628,1036,2022-08-28,1
46.525681,31.705578,2312,2022-08-27,1
46.5259,31.6564,1123,2022-08-29,1
46.526611,31.652042,0012,2022-08-30,1
46.527229,31.633615,1018,2022-08-29,1
46.527279,32.443253,0918,2022-03-20,1
46.527397,31.653454,1018,2022-08-29,1
46.527691,31.681787,0054,2022-08-28,1
46.527828,31.640537,2354,2022-08-30,1
46.528477,31.639725,1018,2022-08-29,1
46.529343,31.654612,1018,2022-08-29,1
46.529678,32.453274,2330,2022-03-19,1
46.5297,32.4448,1025,2022-03-20,1
46.5301,31.7521,1122,2022-07-14,1
46.530464,31.587948,1036,2022-08-28,1
46.530975,31.651943,1018,2022-08-29,1
46.531891,31.637577,1200,2022-08-29,1
46.5319,31.7721,1122,2022-07-14,1
46.532059,31.638208,1018,2022-08-29,1
46.5321,31.7667,1122,2022-07-14,1
46.532223,31.658051,1018,2022-08-29,1
46.532322,31.659433,1200,2022-08-29,1
46.5326,31.735,1109,2022-07-16,1
46.532661,32.460442,2330,2022-03-19,1
46.532745,31.637911,1200,2022-08-29,1
46.532757,31.705769,2254,2022-08-28,1
46.532852,31.685108,0054,2022-08-28,1
46.533047,32.435841,1054,2022-03-20,1
46.533318,31.769625,1118,2022-07-14,1
46.53333,34.47345,1028,2022-11-07,1
46.53336,32.454147,2330,2022-03-19,1
46.533783,31.777056,1118,2022-07-14,1
46.5339,32.4649,1025,2022-03-20,1
46.5343,31.7496,1109,2022-07-16,1
46.534557,34.346478,2342,2022-07-27,1
46.53496,32.48045,2335,2023-01-17,1
46.534962,31.710079,2254,2022-08-28,1
46.53508,31.70388,2254,2022-08-28,1
46.535797,31.656544,1018,2022-08-29,1
46.535912,31.707172,0030,2022-08-29,1
46.5364,31.7144,0015,2022-08-29,1
46.536491,32.446915,0918,2022-03-20,1
46.536716,32.435013,1054,2022-03-20,1
46.53676,34.48599,1008,2022-11-07,1
46.5369,34.49136,1028,2022-11-07,1
46.537052,31.760471,0942,2022-07-14,1
46.537079,32.446655,0918,2022-03-20,1
46.53717,31.754177,1118,2022-07-14,1
46.537319,34.14888,1048,2022-07-29,1
46.537392,31.720362,1124,2022-08-31,1
46.537395,32.441257,1054,2022-03-20,1
46.537636,31.761602,1118,2022-07-14,1
46.53806,34.4923,1008,2022-11-07,1
46.538094,31.769058,1118,2022-07-14,1
46.538494,31.765339,0942,2022-07-14,1
46.538555,31.712292,2254,2022-08-28,1
