id_w_time,LATITUDE,LONGITUDE,id,x,y,year,time_of_year,ACQ_TIME,date,fire,pop_density,city,in_urban_area,pop_exact,excess_fire,predicted_fire,fire_in_window,war_fire,sustained_excess,id_big,length_of_war_fire_area,war_fire_restrictive
29.8-50.7-77-2022,50.749187,29.827061,29.8-50.7,29.8,50.7,2022,77,1136,2022-03-18,1,79.15297078920736,NA,TRUE,185.102294921875,0,5,3,1,1,30-51,482,0
29.8-50.7-77-2022,50.6993,29.7969,29.8-50.7,29.8,50.7,2022,77,0845,2022-03-18,1,79.15297078920736,NA,TRUE,89.2166976928711,0,5,3,1,1,30-51,482,0
29.8-50.7-78-2022,50.650051,29.799473,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,196.0902099609375,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.684296,29.752676,29.8-50.7,29.8,50.7,2022,78,2330,2022-03-19,1,79.15297078920736,NA,TRUE,45.49980926513672,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.684418,29.759684,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,52.220741271972656,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.6805,29.7771,29.8-50.7,29.8,50.7,2022,78,1121,2022-03-19,1,79.15297078920736,NA,TRUE,66.37628936767578,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.684673,29.752455,29.8-50.7,29.8,50.7,2022,78,2330,2022-03-19,1,79.15297078920736,NA,TRUE,45.49980926513672,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.688633,29.758865,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,52.220741271972656,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.694134,29.832397,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,175.44534301757812,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.650524,29.805582,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,196.0902099609375,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.6506,29.8044,29.8-50.7,29.8,50.7,2022,78,1121,2022-03-19,1,79.15297078920736,NA,TRUE,196.0902099609375,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.6861,29.768059,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,46.4576301574707,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.681404,29.762794,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,14.363378524780272,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.695679,29.834595,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,175.44534301757812,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.685329,29.771879,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,46.4576301574707,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.684872,29.765774,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,46.4576301574707,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.685616,29.761978,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,52.220741271972656,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.653801,29.792599,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,209.1220703125,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.6786,29.7571,29.8-50.7,29.8,50.7,2022,78,1121,2022-03-19,1,79.15297078920736,NA,TRUE,14.363378524780272,0,16,18,1,1,30-51,482,0
29.8-50.7-78-2022,50.681885,29.768871,29.8-50.7,29.8,50.7,2022,78,1118,2022-03-19,1,79.15297078920736,NA,TRUE,27.269758224487305,0,16,18,1,1,30-51,482,0
29.8-50.7-79-2022,50.650543,29.786144,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,131.2828826904297,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.679722,29.801594,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,134.5143585205078,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6591,29.7917,29.8-50.7,29.8,50.7,2022,79,1011,2022-03-20,1,79.15297078920736,NA,TRUE,212.1378173828125,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.65398,29.803434,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,196.0902099609375,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.690315,29.773764,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,43.40386962890625,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.651203,29.810635,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,148.9512176513672,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.66172,29.807598,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,249.95965576171875,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.654709,29.809624,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,148.9512176513672,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6598,29.7852,29.8-50.7,29.8,50.7,2022,79,1011,2022-03-20,1,79.15297078920736,NA,TRUE,123.51883697509768,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.749561,29.825045,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,185.102294921875,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.656349,29.780813,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,32.69265365600586,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.691315,29.790926,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,89.2166976928711,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.680126,29.840691,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,115.87709045410156,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.676617,29.841707,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,115.87709045410156,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.689571,29.767584,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,46.4576301574707,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.676788,29.793739,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,122.07013702392578,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.665802,29.780878,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,77.90794372558594,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.67704,29.784014,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,123.18032836914062,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.653374,29.772882,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,26.501136779785156,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.671497,29.798388,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,225.13284301757812,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.673935,29.806942,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,267.8257141113281,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.694206,29.777805,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,13.355478286743164,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.667263,29.793221,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,225.13284301757812,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.670872,29.77792,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,73.12332916259766,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6929,29.7939,29.8-50.7,29.8,50.7,2022,79,0833,2022-03-20,1,79.15297078920736,NA,TRUE,89.2166976928711,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6686,29.8123,29.8-50.7,29.8,50.7,2022,79,0833,2022-03-20,1,79.15297078920736,NA,TRUE,250.6253204345703,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.668728,29.805586,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,267.8257141113281,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.665218,29.806591,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,275.972412109375,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6817,29.7917,29.8-50.7,29.8,50.7,2022,79,0833,2022-03-20,1,79.15297078920736,NA,TRUE,122.07013702392578,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.694553,29.778931,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,13.355478286743164,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.655434,29.815811,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,85.28858184814453,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.696022,29.791304,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,89.2166976928711,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6948,29.7711,29.8-50.7,29.8,50.7,2022,79,0833,2022-03-20,1,79.15297078920736,NA,TRUE,47.028202056884766,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.650341,29.772587,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,26.501136779785156,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.695286,29.785124,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,50.907257080078125,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.68478,29.788174,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,38.37251663208008,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.656754,29.796246,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,209.1220703125,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.678661,29.828306,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,201.56228637695312,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.682903,29.833481,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,170.19290161132812,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.6798,29.8145,29.8-50.7,29.8,50.7,2022,79,0833,2022-03-20,1,79.15297078920736,NA,TRUE,152.7599334716797,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.69714,29.785673,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,50.907257080078125,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.659412,29.809793,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,249.95965576171875,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.667412,29.825155,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,266.94451904296875,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.665302,29.825506,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,285.841552734375,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.676888,29.814835,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,152.7599334716797,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.666683,29.818966,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,265.5820617675781,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.682579,29.788385,29.8-50.7,29.8,50.7,2022,79,0918,2022-03-20,1,79.15297078920736,NA,TRUE,123.18032836914062,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.679237,29.802561,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,134.5143585205078,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.681278,29.789181,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,123.18032836914062,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.656868,29.799866,29.8-50.7,29.8,50.7,2022,79,2312,2022-03-20,1,79.15297078920736,NA,TRUE,196.0902099609375,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.668571,29.773703,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,49.64453887939453,0,57,52,1,1,30-51,482,0
29.8-50.7-79-2022,50.669304,29.779871,29.8-50.7,29.8,50.7,2022,79,1054,2022-03-20,1,79.15297078920736,NA,TRUE,73.12332916259766,0,57,52,1,1,30-51,482,0
29.8-50.7-80-2022,50.671585,29.759878,29.8-50.7,29.8,50.7,2022,80,1036,2022-03-21,1,79.15297078920736,NA,TRUE,61.668815612792976,0,6,6,1,1,30-51,482,0
29.8-50.7-80-2022,50.680492,29.750641,29.8-50.7,29.8,50.7,2022,80,1036,2022-03-21,1,79.15297078920736,NA,TRUE,25.711545944213867,0,6,6,1,1,30-51,482,0
29.8-50.7-80-2022,50.677235,29.751932,29.8-50.7,29.8,50.7,2022,80,1036,2022-03-21,1,79.15297078920736,NA,TRUE,25.711545944213867,0,6,6,1,1,30-51,482,0
29.8-50.7-80-2022,50.656353,29.794453,29.8-50.7,29.8,50.7,2022,80,1036,2022-03-21,1,79.15297078920736,NA,TRUE,209.1220703125,0,6,6,1,1,30-51,482,0
29.8-50.7-80-2022,50.6724,29.7605,29.8-50.7,29.8,50.7,2022,80,0916,2022-03-21,1,79.15297078920736,NA,TRUE,61.668815612792976,0,6,6,1,1,30-51,482,0
29.8-50.7-80-2022,50.6549,29.8028,29.8-50.7,29.8,50.7,2022,80,0916,2022-03-21,1,79.15297078920736,NA,TRUE,196.0902099609375,0,6,6,1,1,30-51,482,0
29.8-51.1-137-2022,51.113148,29.827208,29.8-51.1,29.8,51.1,2022,137,1106,2022-05-17,1,3.750163179304865,NA,TRUE,2.0291452407836914,3,23,28,1,1,30-51,482,1
29.8-51.1-137-2022,51.1171,29.826365,29.8-51.1,29.8,51.1,2022,137,1106,2022-05-17,1,3.750163179304865,NA,TRUE,1.9142980575561523,3,23,28,1,1,30-51,482,1
29.8-51.1-137-2022,51.118046,29.815578,29.8-51.1,29.8,51.1,2022,137,0930,2022-05-17,1,3.750163179304865,NA,TRUE,1.752607583999634,3,23,28,1,1,30-51,482,1
29.8-51.1-138-2022,51.111103,29.839243,29.8-51.1,29.8,51.1,2022,138,0100,2022-05-18,1,3.750163179304865,NA,TRUE,2.0133447647094727,2,1,5,1,1,30-51,482,1
29.8-51.1-138-2022,51.118221,29.834177,29.8-51.1,29.8,51.1,2022,138,0100,2022-05-18,1,3.750163179304865,NA,TRUE,2.045488119125366,2,1,5,1,1,30-51,482,0
29.8-51.1-138-2022,51.116974,29.83847,29.8-51.1,29.8,51.1,2022,138,0100,2022-05-18,1,3.750163179304865,NA,TRUE,2.045488119125366,2,1,5,1,1,30-51,482,0
29.8-51.1-138-2022,51.099693,29.820265,29.8-51.1,29.8,51.1,2022,138,0100,2022-05-18,1,3.750163179304865,NA,TRUE,2.844189405441284,2,1,5,1,1,30-51,482,0
29.8-51.1-138-2022,51.113834,29.752403,29.8-51.1,29.8,51.1,2022,138,0100,2022-05-18,1,3.750163179304865,NA,TRUE,2.2047619819641113,2,1,5,1,1,30-51,482,1
29.9-45.8-203-2023,45.79263,29.85544,29.9-45.8,29.9,45.8,2023,203,1041,2023-07-22,1,15.126990958544097,NA,TRUE,6.008861541748048,2,1,5,1,1,30-46,373,1
29.9-45.8-203-2023,45.77841,29.85509,29.9-45.8,29.9,45.8,2023,203,1041,2023-07-22,1,15.126990958544097,NA,TRUE,8.14322280883789,2,1,5,1,1,30-46,373,1
29.9-45.9-197-2023,45.89546,29.91943,29.9-45.9,29.9,45.900000000000006,2023,197,1145,2023-07-16,1,15.839358068174786,NA,TRUE,4.93364143371582,1,1,4,1,1,30-46,373,1
29.9-45.9-201-2023,45.91994,29.89335,29.9-45.9,29.9,45.900000000000006,2023,201,1028,2023-07-20,1,15.839358068174786,NA,TRUE,4.571055889129639,0,1,1,1,1,30-46,373,0
29.9-45.9-206-2023,45.94638,29.87855,29.9-45.9,29.9,45.900000000000006,2023,206,943,2023-07-25,1,15.839358068174786,NA,TRUE,2.534346580505371,0,1,1,1,1,30-46,373,0
29.9-49.9-80-2022,49.905167,29.900177,29.9-49.9,29.9,49.900000000000006,2022,80,1036,2022-03-21,1,35.778100450005795,NA,TRUE,8.527247428894043,3,8,13,1,1,30-50,221,1
29.9-49.9-80-2022,49.907,29.8906,29.9-49.9,29.9,49.900000000000006,2022,80,1109,2022-03-21,1,35.778100450005795,NA,TRUE,5.313534736633301,3,8,13,1,1,30-50,221,1
29.9-49.9-80-2022,49.91391,29.868618,29.9-49.9,29.9,49.900000000000006,2022,80,1036,2022-03-21,1,35.778100450005795,NA,TRUE,24.132322311401367,3,8,13,1,1,30-50,221,1
29.9-49.9-83-2022,49.857616,29.949598,29.9-49.9,29.9,49.900000000000006,2022,83,0942,2022-03-24,1,35.778100450005795,NA,TRUE,51.39724349975586,0,1,1,1,1,30-50,221,0
29.9-50.4-86-2022,50.400284,29.863256,29.9-50.4,29.9,50.400000000000006,2022,86,1024,2022-03-27,1,38.111995620032154,NA,TRUE,6.815312385559082,3,1,6,1,1,30-50,221,1
29.9-50.4-86-2022,50.395256,29.918497,29.9-50.4,29.9,50.400000000000006,2022,86,1024,2022-03-27,1,38.111995620032154,NA,TRUE,65.68463134765625,3,1,6,1,1,30-50,221,1
29.9-50.4-86-2022,50.391869,29.920063,29.9-50.4,29.9,50.400000000000006,2022,86,1024,2022-03-27,1,38.111995620032154,NA,TRUE,65.68463134765625,3,1,6,1,1,30-50,221,1
29.9-50.4-88-2022,50.408478,29.863031,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,26.81228828430176,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.416927,29.900324,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,174.18272399902344,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.405182,29.86186,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,6.815312385559082,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.395786,29.913557,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,52.97492218017578,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.405968,29.85643,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,6.320674419403076,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.397243,29.924469,29.9-50.4,29.9,50.400000000000006,2022,88,0948,2022-03-29,1,38.111995620032154,NA,TRUE,68.81145477294922,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.406754,29.850994,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,6.320674419403076,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.444046,29.904306,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,2.3482346534729004,0,9,9,1,1,30-50,221,0
29.9-50.4-88-2022,50.404499,29.853851,29.9-50.4,29.9,50.400000000000006,2022,88,0000,2022-03-29,1,38.111995620032154,NA,TRUE,6.320674419403076,0,9,9,1,1,30-50,221,0
29.9-50.5-80-2022,50.477039,29.930504,29.9-50.5,29.9,50.5,2022,80,2248,2022-03-21,1,25.47613670759731,NA,TRUE,2.0192925930023193,1,9,12,1,1,30-50,221,1
29.9-50.5-81-2022,50.499641,29.897964,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,41.21104049682617,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.480465,29.941982,29.9-50.5,29.9,50.5,2022,81,0030,2022-03-22,1,25.47613670759731,NA,TRUE,12.125248908996582,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.479202,29.900694,29.9-50.5,29.9,50.5,2022,81,1018,2022-03-22,1,25.47613670759731,NA,TRUE,13.01785659790039,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.492359,29.926153,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,1.7929997444152832,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.47683,29.940022,29.9-50.5,29.9,50.5,2022,81,0030,2022-03-22,1,25.47613670759731,NA,TRUE,3.964193105697632,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.464367,29.928944,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,24.411340713500977,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.49197,29.92086,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,1.94318151473999,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.492504,29.916624,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,1.94318151473999,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.478657,29.900833,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,13.01785659790039,0,10,10,1,1,30-50,221,0
29.9-50.5-81-2022,50.479118,29.896513,29.9-50.5,29.9,50.5,2022,81,1200,2022-03-22,1,25.47613670759731,NA,TRUE,39.20759582519531,0,10,10,1,1,30-50,221,0
29.9-50.5-82-2022,50.48407,29.94482,29.9-50.5,29.9,50.5,2022,82,1142,2022-03-23,1,25.47613670759731,NA,TRUE,10.34593677520752,0,7,6,1,1,30-50,221,0
29.9-50.5-82-2022,50.474,29.9107,29.9-50.5,29.9,50.5,2022,82,1056,2022-03-23,1,25.47613670759731,NA,TRUE,5.4049882888793945,0,7,6,1,1,30-50,221,0
29.9-50.5-82-2022,50.4652,29.9285,29.9-50.5,29.9,50.5,2022,82,0904,2022-03-23,1,25.47613670759731,NA,TRUE,24.411340713500977,0,7,6,1,1,30-50,221,0
29.9-50.5-82-2022,50.478424,29.945099,29.9-50.5,29.9,50.5,2022,82,1142,2022-03-23,1,25.47613670759731,NA,TRUE,12.125248908996582,0,7,6,1,1,30-50,221,0
29.9-50.5-82-2022,50.478287,29.939201,29.9-50.5,29.9,50.5,2022,82,1142,2022-03-23,1,25.47613670759731,NA,TRUE,3.964193105697632,0,7,6,1,1,30-50,221,0
29.9-50.5-82-2022,50.483932,29.938929,29.9-50.5,29.9,50.5,2022,82,1142,2022-03-23,1,25.47613670759731,NA,TRUE,3.600391626358032,0,7,6,1,1,30-50,221,0
29.9-50.5-86-2022,50.5143,29.8583,29.9-50.5,29.9,50.5,2022,86,1949,2022-03-27,1,25.47613670759731,NA,TRUE,33.53968811035156,0,1,1,1,1,30-50,221,0
29.9-50.5-88-2022,50.485008,29.884584,29.9-50.5,29.9,50.5,2022,88,0000,2022-03-29,1,25.47613670759731,NA,TRUE,16.200735092163086,0,5,3,1,1,30-50,221,0
29.9-50.5-88-2022,50.476624,29.909935,29.9-50.5,29.9,50.5,2022,88,0948,2022-03-29,1,25.47613670759731,NA,TRUE,2.558795690536499,0,5,3,1,1,30-50,221,0
29.9-50.5-88-2022,50.483299,29.872492,29.9-50.5,29.9,50.5,2022,88,0000,2022-03-29,1,25.47613670759731,NA,TRUE,79.70698547363281,0,5,3,1,1,30-50,221,0
29.9-50.6-76-2022,50.620605,29.916895,29.9-50.6,29.9,50.6,2022,76,1154,2022-03-17,1,121.70387151009508,NA,TRUE,47.50724029541016,3,2,7,1,1,30-51,482,1
29.9-50.6-76-2022,50.622967,29.925722,29.9-50.6,29.9,50.6,2022,76,1012,2022-03-17,1,121.70387151009508,NA,TRUE,56.04908752441406,3,2,7,1,1,30-51,482,1
29.9-50.6-76-2022,50.627029,29.92532,29.9-50.6,29.9,50.6,2022,76,1154,2022-03-17,1,121.70387151009508,NA,TRUE,125.68792724609376,3,2,7,1,1,30-51,482,1
29.9-50.6-77-2022,50.600735,29.919125,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,7.825973987579346,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.600403,29.909204,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,4.643233299255371,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.596275,29.917488,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,6.868718147277832,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.60173,29.921972,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,7.825973987579346,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.602409,29.914576,29.9-50.6,29.9,50.6,2022,77,0954,2022-03-18,1,121.70387151009508,NA,TRUE,4.643233299255371,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.595135,29.909658,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,5.776171684265137,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.596085,29.91255,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,5.776171684265137,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.60154,29.917055,29.9-50.6,29.9,50.6,2022,77,1136,2022-03-18,1,121.70387151009508,NA,TRUE,7.825973987579346,0,14,15,1,1,30-51,482,0
29.9-50.6-77-2022,50.592472,29.917189,29.9-50.6,29.9,50.6,2022,77,2348,2022-03-18,1,121.70387151009508,NA,TRUE,6.868718147277832,0,14,15,1,1,30-51,482,0
