id_w_time,LATITUDE,LONGITUDE,id,x,y,year,time_of_year,ACQ_TIME,date,fire,pop_density,city,in_urban_area,pop_exact,excess_fire,predicted_fire,fire_in_window,war_fire,sustained_excess,id_big,length_of_war_fire_area,war_fire_restrictive
37.9-47.6-93-2022,47.597389,37.929676,37.9-47.6,37.9,47.6,2022,93,0954,2022-04-03,1,6.140961131287946,NA,TRUE,2.274693012237549,0,5,2,1,1,38-48,502,0
37.9-47.9-91-2022,47.933464,37.902439,37.9-47.9,37.9,47.900000000000006,2022,91,1030,2022-04-01,1,599.2440169370836,NA,TRUE,1473.9556884765625,1,1,4,1,1,38-48,502,1
37.9-48.1-123-2023,48.09861,37.92886,37.9-48.1,37.9,48.1,2023,123,2346,2023-05-03,1,1122.0070195727878,NA,TRUE,1687.2174072265625,1,1,4,1,1,38-48,502,1
37.9-48.1-124-2023,48.09762,37.92594,37.9-48.1,37.9,48.1,2023,124,2326,2023-05-04,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,2,1,1,38-48,502,0
37.9-48.1-124-2023,48.09837,37.92066,37.9-48.1,37.9,48.1,2023,124,2326,2023-05-04,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,2,1,1,38-48,502,0
37.9-48.1-125-2023,48.09823,37.92057,37.9-48.1,37.9,48.1,2023,125,2307,2023-05-05,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,1,1,1,38-48,502,0
37.9-48.1-126-2023,48.09865,37.92585,37.9-48.1,37.9,48.1,2023,126,2337,2023-05-06,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,1,1,1,1,38-48,502,0
37.9-48.1-131-2023,48.09802,37.92238,37.9-48.1,37.9,48.1,2023,131,2344,2023-05-11,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,1,2,1,1,38-48,502,0
37.9-48.1-131-2023,48.09702,37.92778,37.9-48.1,37.9,48.1,2023,131,2344,2023-05-11,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,1,2,1,1,38-48,502,0
37.9-48.1-132-2023,48.09787,37.92555,37.9-48.1,37.9,48.1,2023,132,2326,2023-05-12,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,2,1,1,38-48,502,0
37.9-48.1-132-2023,48.09861,37.9203,37.9-48.1,37.9,48.1,2023,132,2326,2023-05-12,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,2,1,1,38-48,502,0
37.9-48.1-133-2023,48.09749,37.92298,37.9-48.1,37.9,48.1,2023,133,16,2023-05-13,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,2,1,1,38-48,502,0
37.9-48.1-133-2023,48.09809,37.9201,37.9-48.1,37.9,48.1,2023,133,2358,2023-05-13,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,2,1,1,38-48,502,0
37.9-48.1-134-2023,48.09888,37.92304,37.9-48.1,37.9,48.1,2023,134,2248,2023-05-14,1,1122.0070195727878,NA,TRUE,1619.139404296875,1,2,5,1,1,38-48,502,1
37.9-48.1-135-2023,48.0988,37.92523,37.9-48.1,37.9,48.1,2023,135,2320,2023-05-15,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,2,1,1,38-48,502,0
37.9-48.1-135-2023,48.09953,37.91952,37.9-48.1,37.9,48.1,2023,135,2320,2023-05-15,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,2,1,1,38-48,502,0
37.9-48.1-136-2023,48.09843,37.92355,37.9-48.1,37.9,48.1,2023,136,2301,2023-05-16,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,2,1,1,38-48,502,0
37.9-48.1-136-2023,48.10067,37.92631,37.9-48.1,37.9,48.1,2023,136,2350,2023-05-16,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,2,2,1,1,38-48,502,0
37.9-48.1-137-2023,48.09774,37.92696,37.9-48.1,37.9,48.1,2023,137,2331,2023-05-17,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,4,4,1,1,38-48,502,0
37.9-48.1-137-2023,48.09809,37.92221,37.9-48.1,37.9,48.1,2023,137,2242,2023-05-17,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,4,1,1,38-48,502,0
37.9-48.1-137-2023,48.09678,37.92254,37.9-48.1,37.9,48.1,2023,137,2242,2023-05-17,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,4,1,1,38-48,502,0
37.9-48.1-137-2023,48.09852,37.92189,37.9-48.1,37.9,48.1,2023,137,2331,2023-05-17,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,4,1,1,38-48,502,0
37.9-48.1-139-2023,48.10025,37.92331,37.9-48.1,37.9,48.1,2023,139,2346,2023-05-19,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,1,3,1,1,38-48,502,0
37.9-48.1-139-2023,48.10077,37.9268,37.9-48.1,37.9,48.1,2023,139,2254,2023-05-19,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,1,3,1,1,38-48,502,0
37.9-48.1-139-2023,48.0979,37.91652,37.9-48.1,37.9,48.1,2023,139,2346,2023-05-19,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,1,3,1,1,38-48,502,0
37.9-48.1-140-2023,48.09956,37.92456,37.9-48.1,37.9,48.1,2023,140,2326,2023-05-20,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,1,1,1,1,38-48,502,0
37.9-48.1-141-2023,48.09724,37.92687,37.9-48.1,37.9,48.1,2023,141,16,2023-05-21,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,1,1,1,38-48,502,0
37.9-48.1-143-2023,48.09844,37.92539,37.9-48.1,37.9,48.1,2023,143,2320,2023-05-23,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,1,2,1,1,38-48,502,0
37.9-48.1-143-2023,48.09915,37.91972,37.9-48.1,37.9,48.1,2023,143,2320,2023-05-23,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,1,2,1,1,38-48,502,0
37.9-48.1-144-2023,48.099850000000004,37.92427,37.9-48.1,37.9,48.1,2023,144,2259,2023-05-24,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,4,2,1,1,38-48,502,0
37.9-48.1-144-2023,48.09978,37.92604,37.9-48.1,37.9,48.1,2023,144,9,2023-05-24,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,4,2,1,1,38-48,502,0
37.9-48.1-186-2023,48.06052,37.85494,37.9-48.1,37.9,48.1,2023,186,2225,2023-07-05,1,1122.0070195727878,NA,TRUE,1123.4073486328125,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.06705,37.85539,37.9-48.1,37.9,48.1,2023,186,2225,2023-07-05,1,1122.0070195727878,NA,TRUE,124.92279815673828,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.12394,37.86569,37.9-48.1,37.9,48.1,2023,186,1011,2023-07-05,1,1122.0070195727878,NA,TRUE,2947.693115234375,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.06,37.86114,37.9-48.1,37.9,48.1,2023,186,1834,2023-07-05,1,1122.0070195727878,NA,TRUE,1170.37890625,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.06598,37.85269,37.9-48.1,37.9,48.1,2023,186,2225,2023-07-05,1,1122.0070195727878,NA,TRUE,1123.4073486328125,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.12064,37.86694,37.9-48.1,37.9,48.1,2023,186,1011,2023-07-05,1,1122.0070195727878,NA,TRUE,2947.693115234375,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.06487,37.85401,37.9-48.1,37.9,48.1,2023,186,2314,2023-07-05,1,1122.0070195727878,NA,TRUE,1123.4073486328125,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.12341,37.86217,37.9-48.1,37.9,48.1,2023,186,2314,2023-07-05,1,1122.0070195727878,NA,TRUE,2725.760009765625,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.12152,37.87214,37.9-48.1,37.9,48.1,2023,186,1011,2023-07-05,1,1122.0070195727878,NA,TRUE,2947.693115234375,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.09752,37.92704,37.9-48.1,37.9,48.1,2023,186,2314,2023-07-05,1,1122.0070195727878,NA,TRUE,1687.2174072265625,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.07008,37.85682,37.9-48.1,37.9,48.1,2023,186,1834,2023-07-05,1,1122.0070195727878,NA,TRUE,124.92279815673828,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.09892,37.92493,37.9-48.1,37.9,48.1,2023,186,1011,2023-07-05,1,1122.0070195727878,NA,TRUE,1687.2174072265625,8,3,13,1,1,38-48,502,1
37.9-48.1-186-2023,48.09822,37.92076,37.9-48.1,37.9,48.1,2023,186,2314,2023-07-05,1,1122.0070195727878,NA,TRUE,1619.139404296875,8,3,13,1,1,38-48,502,1
37.9-48.1-187-2023,48.1229,37.8612,37.9-48.1,37.9,48.1,2023,187,3,2023-07-06,1,1122.0070195727878,NA,TRUE,2725.760009765625,0,3,4,1,1,38-48,502,0
37.9-48.1-187-2023,48.06451,37.85398,37.9-48.1,37.9,48.1,2023,187,3,2023-07-06,1,1122.0070195727878,NA,TRUE,1123.4073486328125,0,3,4,1,1,38-48,502,0
37.9-48.1-187-2023,48.09831,37.92342,37.9-48.1,37.9,48.1,2023,187,2254,2023-07-06,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,4,1,1,38-48,502,0
37.9-48.1-187-2023,48.0993,37.92728,37.9-48.1,37.9,48.1,2023,187,3,2023-07-06,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,4,1,1,38-48,502,0
37.9-48.1-191-2023,48.09833,37.92402,37.9-48.1,37.9,48.1,2023,191,2320,2023-07-10,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,2,1,1,38-48,502,0
37.9-48.1-191-2023,48.09904,37.91838,37.9-48.1,37.9,48.1,2023,191,2320,2023-07-10,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,2,1,1,38-48,502,0
37.9-48.1-193-2023,48.10078,37.92233,37.9-48.1,37.9,48.1,2023,193,2242,2023-07-12,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,2,4,1,1,38-48,502,0
37.9-48.1-193-2023,48.10154,37.9226,37.9-48.1,37.9,48.1,2023,193,2242,2023-07-12,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,2,4,1,1,38-48,502,0
37.9-48.1-193-2023,48.09772,37.92538,37.9-48.1,37.9,48.1,2023,193,2331,2023-07-12,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,4,1,1,38-48,502,0
37.9-48.1-193-2023,48.09851,37.92028,37.9-48.1,37.9,48.1,2023,193,2331,2023-07-12,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,4,1,1,38-48,502,0
37.9-48.1-195-2023,48.09917,37.92705,37.9-48.1,37.9,48.1,2023,195,2344,2023-07-14,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,4,1,1,38-48,502,0
37.9-48.1-195-2023,48.09935,37.92241,37.9-48.1,37.9,48.1,2023,195,2257,2023-07-14,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,4,1,1,38-48,502,0
37.9-48.1-195-2023,48.09684,37.92024,37.9-48.1,37.9,48.1,2023,195,2344,2023-07-14,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,4,1,1,38-48,502,0
37.9-48.1-195-2023,48.10018,37.92162,37.9-48.1,37.9,48.1,2023,195,2344,2023-07-14,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,2,4,1,1,38-48,502,0
37.9-48.1-196-2023,48.09998,37.91957,37.9-48.1,37.9,48.1,2023,196,2326,2023-07-15,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,2,3,1,1,38-48,502,0
37.9-48.1-196-2023,48.09924,37.9248,37.9-48.1,37.9,48.1,2023,196,2326,2023-07-15,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,3,1,1,38-48,502,0
37.9-48.1-196-2023,48.10086,37.9215,37.9-48.1,37.9,48.1,2023,196,2235,2023-07-15,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,2,3,1,1,38-48,502,0
37.9-48.1-205-2022,48.097694,37.921806,37.9-48.1,37.9,48.1,2022,205,2348,2022-07-24,1,1122.0070195727878,NA,TRUE,1619.139404296875,1,5,8,1,1,38-48,502,1
37.9-48.1-206-2022,48.098873,37.92086,37.9-48.1,37.9,48.1,2022,206,2330,2022-07-25,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,2,1,1,38-48,502,0
37.9-48.1-206-2022,48.09808,37.925964,37.9-48.1,37.9,48.1,2022,206,2330,2022-07-25,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,2,1,1,38-48,502,0
37.9-48.1-207-2022,48.101288,37.924622,37.9-48.1,37.9,48.1,2022,207,0018,2022-07-26,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,4,1,1,1,38-48,502,0
37.9-48.1-208-2022,48.097511,37.924641,37.9-48.1,37.9,48.1,2022,208,0000,2022-07-27,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,4,1,1,38-48,502,0
37.9-48.1-208-2022,48.099625,37.925457,37.9-48.1,37.9,48.1,2022,208,2342,2022-07-27,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,3,4,1,1,38-48,502,0
37.9-48.1-208-2022,48.09729,37.918686,37.9-48.1,37.9,48.1,2022,208,2342,2022-07-27,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,4,1,1,38-48,502,0
37.9-48.1-208-2022,48.098667,37.919624,37.9-48.1,37.9,48.1,2022,208,0000,2022-07-27,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,4,1,1,38-48,502,0
37.9-48.1-209-2022,48.097275,37.918373,37.9-48.1,37.9,48.1,2022,209,2324,2022-07-28,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,2,1,1,38-48,502,0
37.9-48.1-209-2022,48.099850000000004,37.924667,37.9-48.1,37.9,48.1,2022,209,2324,2022-07-28,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,2,2,1,1,38-48,502,0
37.9-48.1-210-2022,48.097801,37.927517,37.9-48.1,37.9,48.1,2022,210,2306,2022-07-29,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,4,1,1,38-48,502,0
37.9-48.1-210-2022,48.09819,37.921135,37.9-48.1,37.9,48.1,2022,210,2306,2022-07-29,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,4,1,1,38-48,502,0
37.9-48.1-210-2022,48.097466,37.928391,37.9-48.1,37.9,48.1,2022,210,2306,2022-07-29,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,4,1,1,38-48,502,0
37.9-48.1-210-2022,48.098492,37.920258,37.9-48.1,37.9,48.1,2022,210,2306,2022-07-29,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,4,1,1,38-48,502,0
37.9-48.1-211-2022,48.097229,37.924324,37.9-48.1,37.9,48.1,2022,211,0042,2022-07-30,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,1,1,1,38-48,502,0
37.9-48.1-212-2022,48.098713,37.923237,37.9-48.1,37.9,48.1,2022,212,0024,2022-07-31,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,3,1,1,38-48,502,0
37.9-48.1-212-2022,48.097958,37.925957,37.9-48.1,37.9,48.1,2022,212,0024,2022-07-31,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,4,3,1,1,38-48,502,0
37.9-48.1-212-2022,48.09845,37.92025,37.9-48.1,37.9,48.1,2022,212,2224,2022-07-31,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,3,1,1,38-48,502,0
37.9-48.1-213-2022,48.097267,37.927662,37.9-48.1,37.9,48.1,2022,213,2348,2022-08-01,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,4,5,1,1,38-48,502,0
37.9-48.1-213-2022,48.098427,37.921764,37.9-48.1,37.9,48.1,2022,213,2348,2022-08-01,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,5,1,1,38-48,502,0
37.9-48.1-213-2022,48.101288,37.925079,37.9-48.1,37.9,48.1,2022,213,0006,2022-08-01,1,1122.0070195727878,NA,TRUE,1489.8455810546875,0,4,5,1,1,38-48,502,0
37.9-48.1-213-2022,48.098347,37.916035,37.9-48.1,37.9,48.1,2022,213,2348,2022-08-01,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,4,5,1,1,38-48,502,0
37.9-48.1-213-2022,48.100616,37.923454,37.9-48.1,37.9,48.1,2022,213,2348,2022-08-01,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,4,5,1,1,38-48,502,0
37.9-48.1-214-2022,48.098885,37.917526,37.9-48.1,37.9,48.1,2022,214,2330,2022-08-02,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,3,1,1,38-48,502,0
37.9-48.1-214-2022,48.098118,37.922497,37.9-48.1,37.9,48.1,2022,214,2330,2022-08-02,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,3,1,1,38-48,502,0
37.9-48.1-214-2022,48.097332,37.927578,37.9-48.1,37.9,48.1,2022,214,2330,2022-08-02,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,3,1,1,38-48,502,0
37.9-48.1-240-2022,48.076111,37.86195,37.9-48.1,37.9,48.1,2022,240,1036,2022-08-28,1,1122.0070195727878,NA,TRUE,88.340850830078125,1,4,7,1,1,38-48,502,1
37.9-48.1-241-2022,48.073341,37.861118,37.9-48.1,37.9,48.1,2022,241,2230,2022-08-29,1,1122.0070195727878,NA,TRUE,135.9850311279297,0,4,6,1,1,38-48,502,0
37.9-48.1-241-2022,48.072,37.8625,37.9-48.1,37.9,48.1,2022,241,0816,2022-08-29,1,1122.0070195727878,NA,TRUE,135.9850311279297,0,4,6,1,1,38-48,502,0
37.9-48.1-241-2022,48.0701,37.8759,37.9-48.1,37.9,48.1,2022,241,0816,2022-08-29,1,1122.0070195727878,NA,TRUE,695.9561767578125,0,4,6,1,1,38-48,502,0
37.9-48.1-241-2022,48.07349,37.866219,37.9-48.1,37.9,48.1,2022,241,1018,2022-08-29,1,1122.0070195727878,NA,TRUE,104.62643432617188,0,4,6,1,1,38-48,502,0
37.9-48.1-241-2022,48.073406,37.861591,37.9-48.1,37.9,48.1,2022,241,0030,2022-08-29,1,1122.0070195727878,NA,TRUE,135.9850311279297,0,4,6,1,1,38-48,502,0
37.9-48.1-241-2022,48.074684,37.86557,37.9-48.1,37.9,48.1,2022,241,0030,2022-08-29,1,1122.0070195727878,NA,TRUE,75.64335632324219,0,4,6,1,1,38-48,502,0
37.9-48.1-242-2022,48.074646,37.865696,37.9-48.1,37.9,48.1,2022,242,0012,2022-08-30,1,1122.0070195727878,NA,TRUE,75.64335632324219,0,3,4,1,1,38-48,502,0
37.9-48.1-242-2022,48.096542,37.924915,37.9-48.1,37.9,48.1,2022,242,2354,2022-08-30,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,3,4,1,1,38-48,502,0
37.9-48.1-242-2022,48.074207,37.860058,37.9-48.1,37.9,48.1,2022,242,1000,2022-08-30,1,1122.0070195727878,NA,TRUE,135.9850311279297,0,3,4,1,1,38-48,502,0
37.9-48.1-242-2022,48.061066,37.947937,37.9-48.1,37.9,48.1,2022,242,2212,2022-08-30,1,1122.0070195727878,NA,TRUE,3021.737548828125,0,3,4,1,1,38-48,502,0
37.9-48.1-244-2022,48.09965,37.92004,37.9-48.1,37.9,48.1,2022,244,2320,2022-09-01,1,1122.0070195727878,NA,TRUE,1147.9888916015625,0,2,2,1,1,38-48,502,0
37.9-48.1-244-2022,48.09893,37.92569,37.9-48.1,37.9,48.1,2022,244,2320,2022-09-01,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,2,1,1,38-48,502,0
37.9-48.1-245-2022,48.06324,37.94984,37.9-48.1,37.9,48.1,2022,245,0100,2022-09-02,1,1122.0070195727878,NA,TRUE,3115.927978515625,0,3,2,1,1,38-48,502,0
37.9-48.1-245-2022,48.09893,37.92166,37.9-48.1,37.9,48.1,2022,245,2259,2022-09-02,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,3,2,1,1,38-48,502,0
37.9-48.1-248-2022,48.09861,37.92447,37.9-48.1,37.9,48.1,2022,248,2344,2022-09-05,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,2,1,1,38-48,502,0
37.9-48.1-248-2022,48.099,37.92148,37.9-48.1,37.9,48.1,2022,248,0003,2022-09-05,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,2,1,1,38-48,502,0
37.9-48.1-249-2022,48.09825,37.9189,37.9-48.1,37.9,48.1,2022,249,2326,2022-09-06,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,4,1,1,38-48,502,0
37.9-48.1-249-2022,48.09767,37.91761,37.9-48.1,37.9,48.1,2022,249,2326,2022-09-06,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,4,1,1,38-48,502,0
37.9-48.1-249-2022,48.09692,37.92286,37.9-48.1,37.9,48.1,2022,249,2326,2022-09-06,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,2,4,1,1,38-48,502,0
37.9-48.1-249-2022,48.09751,37.92416,37.9-48.1,37.9,48.1,2022,249,2326,2022-09-06,1,1122.0070195727878,NA,TRUE,1687.2174072265625,0,2,4,1,1,38-48,502,0
37.9-48.1-250-2022,48.09888,37.92337,37.9-48.1,37.9,48.1,2022,250,2307,2022-09-07,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,5,2,1,1,38-48,502,0
37.9-48.1-250-2022,48.0992,37.9227,37.9-48.1,37.9,48.1,2022,250,2307,2022-09-07,1,1122.0070195727878,NA,TRUE,1619.139404296875,0,5,2,1,1,38-48,502,0
37.9-48.2-78-2022,48.1823,37.8821,37.9-48.2,37.9,48.2,2022,78,0942,2022-03-19,1,48.782185869084465,NA,TRUE,22.36109161376953,3,20,25,1,1,38-48,502,1
37.9-48.2-78-2022,48.188869,37.878548,37.9-48.2,37.9,48.2,2022,78,1112,2022-03-19,1,48.782185869084465,NA,TRUE,20.28232765197754,3,20,25,1,1,38-48,502,1
37.9-48.2-78-2022,48.212593,37.865765,37.9-48.2,37.9,48.2,2022,78,1112,2022-03-19,1,48.782185869084465,NA,TRUE,58.94054794311524,3,20,25,1,1,38-48,502,1
37.9-48.2-79-2022,48.18224,37.871605,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,29.706171035766605,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.209419,37.923145,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,221.60269165039065,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.212555,37.921803,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,221.60269165039065,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.212151,37.914207,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,275.8607482910156,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.208973,37.915569,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,221.60269165039065,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.172531,37.873333,37.9-48.2,37.9,48.2,2022,79,2312,2022-03-20,1,48.782185869084465,NA,TRUE,49.372764587402344,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.240177,37.92416,37.9-48.2,37.9,48.2,2022,79,2312,2022-03-20,1,48.782185869084465,NA,TRUE,11.097067832946776,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.245804,37.909927,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,10.880199432373049,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.21423,37.92263,37.9-48.2,37.9,48.2,2022,79,1054,2022-03-20,1,48.782185869084465,NA,TRUE,221.60269165039065,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.2303,37.911,37.9-48.2,37.9,48.2,2022,79,1025,2022-03-20,1,48.782185869084465,NA,TRUE,11.865362167358398,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.2025,37.8507,37.9-48.2,37.9,48.2,2022,79,1025,2022-03-20,1,48.782185869084465,NA,TRUE,3.8558189868927,5,5,12,1,1,38-48,502,1
37.9-48.2-79-2022,48.236526,37.923256,37.9-48.2,37.9,48.2,2022,79,2312,2022-03-20,1,48.782185869084465,NA,TRUE,10.859261512756348,5,5,12,1,1,38-48,502,1
37.9-48.2-80-2022,48.240463,37.929989,37.9-48.2,37.9,48.2,2022,80,1036,2022-03-21,1,48.782185869084465,NA,TRUE,11.097067832946776,0,8,7,1,1,38-48,502,0
37.9-48.2-80-2022,48.238117,37.938427,37.9-48.2,37.9,48.2,2022,80,1036,2022-03-21,1,48.782185869084465,NA,TRUE,13.13948917388916,0,8,7,1,1,38-48,502,0
37.9-48.2-80-2022,48.237309,37.937908,37.9-48.2,37.9,48.2,2022,80,1036,2022-03-21,1,48.782185869084465,NA,TRUE,13.13948917388916,0,8,7,1,1,38-48,502,0
37.9-48.2-80-2022,48.241295,37.930492,37.9-48.2,37.9,48.2,2022,80,1036,2022-03-21,1,48.782185869084465,NA,TRUE,13.815292358398438,0,8,7,1,1,38-48,502,0
37.9-48.2-80-2022,48.234055,37.928307,37.9-48.2,37.9,48.2,2022,80,0854,2022-03-21,1,48.782185869084465,NA,TRUE,11.097067832946776,0,8,7,1,1,38-48,502,0
37.9-48.2-80-2022,48.185436,37.890705,37.9-48.2,37.9,48.2,2022,80,1036,2022-03-21,1,48.782185869084465,NA,TRUE,44.811622619628906,0,8,7,1,1,38-48,502,0
37.9-48.2-80-2022,48.246037,37.856899,37.9-48.2,37.9,48.2,2022,80,1036,2022-03-21,1,48.782185869084465,NA,TRUE,43.57106018066406,0,8,7,1,1,38-48,502,0
37.9-48.2-81-2022,48.2275,37.8758,37.9-48.2,37.9,48.2,2022,81,1013,2022-03-22,1,48.782185869084465,NA,TRUE,79.04408264160156,0,9,9,1,1,38-48,502,0
37.9-48.2-81-2022,48.2483,37.8602,37.9-48.2,37.9,48.2,2022,81,1013,2022-03-22,1,48.782185869084465,NA,TRUE,43.416038513183594,0,9,9,1,1,38-48,502,0
37.9-48.2-81-2022,48.200233,37.892536,37.9-48.2,37.9,48.2,2022,81,1018,2022-03-22,1,48.782185869084465,NA,TRUE,58.4692039489746,0,9,9,1,1,38-48,502,0
37.9-48.2-81-2022,48.220875,37.891617,37.9-48.2,37.9,48.2,2022,81,1018,2022-03-22,1,48.782185869084465,NA,TRUE,54.54331970214844,0,9,9,1,1,38-48,502,0
37.9-48.2-81-2022,48.2262,37.8739,37.9-48.2,37.9,48.2,2022,81,0821,2022-03-22,1,48.782185869084465,NA,TRUE,79.04408264160156,0,9,9,1,1,38-48,502,0
37.9-48.2-81-2022,48.231213,37.866489,37.9-48.2,37.9,48.2,2022,81,1018,2022-03-22,1,48.782185869084465,NA,TRUE,89.76337432861328,0,9,9,1,1,38-48,502,0
37.9-48.2-81-2022,48.226776,37.884277,37.9-48.2,37.9,48.2,2022,81,1018,2022-03-22,1,48.782185869084465,NA,TRUE,167.46563720703125,0,9,9,1,1,38-48,502,0
