LATITUDE,LONGITUDE,date,ACQ_TIME,in_ukraine_held_area
44.772976,33.862492,2022-07-21,2306,0
44.77299,33.85869,2022-12-20,0017,0
44.773,33.85981,2023-05-18,2314,0
44.773014,33.864079,2022-07-17,0036,0
44.77307,33.86163,2023-05-24,2352,0
44.77309,33.86171,2023-05-19,54,0
44.77311,33.86233,2023-06-04,2257,0
44.77313,33.86264,2023-06-07,2339,0
44.77314,33.86129,2023-04-12,48,0
44.77315,33.86259,2022-10-13,2333,0
44.773155,33.861824,2022-07-21,2306,0
44.77318,33.86148,2023-04-23,2333,0
44.77322,33.86093,2023-06-15,2250,0
44.77322,33.86388,2023-06-03,24,0
44.77323,33.86189,2023-03-18,2358,0
44.77324,33.86309,2023-06-01,2301,0
44.77325,33.85878,2022-10-24,2329,0
44.77327,33.861916,2022-08-13,0030,0
44.773289,33.862949,2022-04-28,0036,0
44.7733,33.85945,2023-06-06,2358,0
44.7733,33.860229,2022-07-17,2242,0
44.773304,33.861847,2022-07-18,0018,0
44.77333,33.8601,2023-05-01,2333,0
44.773346,33.85968,2022-05-31,0018,0
44.773346,33.860802,2022-05-19,0042,0
44.773357,33.858723,2022-08-03,2312,0
44.773357,33.863388,2022-08-02,2330,0
44.773376,33.860073,2022-06-04,2242,0
44.7734,33.86143,2022-12-29,0047,0
44.773426,33.862274,2022-03-23,0012,0
44.773453,33.862892,2022-04-02,0024,0
44.77351,33.85991,2023-03-15,24,0
44.773533,33.861771,2022-05-10,2354,0
44.77354,33.86159,2023-05-02,24,0
44.773548,33.862591,2022-08-11,2312,0
44.77356,33.8619,2022-11-14,2335,0
44.77357,33.85791,2023-05-19,5,0
44.77357,33.8581,2022-10-24,2329,0
44.7736,33.85937,2022-10-01,0018,0
44.7736,33.86096,2023-04-14,2352,0
44.77364,33.86158,2022-09-29,2257,0
44.77372,33.862141,2022-03-13,2342,0
44.77372,33.86282,2023-05-02,2314,0
44.77375,33.8606,2023-05-18,2314,0
44.77377,33.85884,2023-05-10,24,0
44.77377,33.85912,2023-05-17,43,0
44.773792,33.861053,2022-07-19,2342,0
44.773792,33.863846,2022-05-21,2348,0
44.773811,33.861149,2022-08-20,0000,0
44.77382,33.86111,2023-05-18,24,0
44.773846,33.861874,2022-03-24,2336,0
44.77385,33.86082,2022-09-29,0054,0
44.77385,33.86155,2023-05-10,2316,0
44.773872,33.864483,2022-06-21,0024,0
44.773876,33.862377,2022-06-01,2342,0
44.77388,33.862717,2022-05-16,0000,0
44.77389,33.86197,2023-05-28,2326,0
44.773903,33.859348,2022-08-14,2354,0
44.77393,33.86044,2023-05-16,2352,0
44.77394,33.86013,2023-05-27,2346,0
44.77394,33.86236,2022-09-09,0030,0
44.77396,33.862263,2022-04-24,0012,0
44.77397,33.85862,2023-06-07,50,0
44.77397,33.86133,2022-11-09,2326,0
44.77397,33.8624,2022-09-12,2314,0
44.773972,33.859329,2022-05-26,2354,0
44.77398,33.86294,2023-06-01,2352,0
44.774021,33.86327,2022-04-24,0012,0
44.774029,33.863106,2022-08-01,0006,0
44.77405,33.86204,2022-11-01,0035,0
44.77407,33.86129,2023-03-08,2345,0
44.774078,33.861416,2022-05-24,2254,0
44.77409,33.861252,2022-05-22,2330,0
44.774094,33.861,2022-08-08,2318,0
44.7741,33.85957,2023-05-03,5,0
44.77411,33.8602,2022-11-08,2345,0
44.77412,33.86063,2022-08-14,2354,0
44.77412,33.86417,2023-06-12,2346,0
44.774124,33.860142,2022-07-14,2336,0
44.774124,33.862545,2022-04-24,2354,0
44.77415,33.86047,2022-09-10,2352,0
44.774155,33.862591,2022-03-22,0030,0
44.77416,33.86121,2023-06-17,9,0
44.77421,33.85882,2022-10-01,2358,0
44.77422,33.85744,2023-06-08,30,0
44.774231,33.861649,2022-07-26,0018,0
44.774235,33.862186,2022-05-16,0000,0
44.77424,33.86034,2023-04-26,37,0
44.77425,33.85955,2022-12-16,2335,0
44.77427,33.86099,2023-06-16,2322,0
44.774338,33.86116,2022-04-09,2336,0
44.77436,33.86101,2022-09-06,2326,0
44.774361,33.860695,2022-08-17,0100,0
44.774445,33.859417,2022-07-13,0012,0
44.77447,33.86233,2022-11-03,2339,0
44.77451,33.86002,2022-09-15,2358,0
44.77453,33.86332,2023-01-05,0017,0
44.77462,33.86092,2023-06-04,2346,0
44.7747,33.860241,2022-07-24,0006,0
44.7747,33.86044,2022-10-07,2346,0
44.77471,33.86324,2023-06-04,54,0
44.774761,33.860306,2022-08-04,0048,0
44.774776,33.862591,2022-05-15,0018,0
44.77486,33.8629,2023-03-18,16,0
44.77491,33.86094,2023-05-16,9,0
44.77492,33.86197,2023-05-04,37,0
44.774979,33.859909,2022-06-20,0042,0
44.77501,33.86294,2023-06-09,100,0
44.77507,33.859818,2022-08-06,0012,0
44.775162,33.859188,2022-08-06,2354,0
44.7752,33.86322,2023-06-05,37,0
44.77525,33.86122,2023-06-06,16,0
44.775333,33.749275,2022-04-04,2330,0
44.775372,33.859261,2022-07-27,0000,0
44.775471,33.86047,2022-08-12,0054,0
44.775734,33.859638,2022-08-04,2254,0
44.77593,33.85994,2022-09-29,0054,0
44.77597,33.86097,2023-05-10,24,0
44.777328,33.675926,2022-04-05,1054,0
44.7816,33.6779,2022-04-05,0834,0
44.78662,33.59538,2023-03-21,1045,0
44.787354,33.926525,2022-08-05,1018,0
44.78939,33.73346,2022-09-05,2346,0
44.79143,33.82063,2023-05-05,1002,0
44.791714,33.732796,2022-07-12,0030,0
44.791759,33.733452,2022-07-11,2254,0
44.791962,33.728619,2022-07-11,2254,0
44.792587,33.636173,2022-04-06,1036,0
44.79266,33.73449,2022-09-05,2346,0
44.793236,33.730461,2022-07-12,2230,0
44.794682,33.730675,2022-07-08,2348,0
44.795353,33.732235,2022-07-13,0012,0
44.7976,33.739,2022-07-08,2356,0
44.81481,33.57526,2023-01-25,1028,0
44.81858,33.92668,2023-04-25,1041,0
44.8215,33.74197,2023-05-17,934,0
44.82286,33.95438,2023-04-15,1028,0
44.860363,34.768414,2022-03-30,0930,0
44.860485,34.764496,2022-04-04,0936,0
44.86641,33.76785,2023-03-25,1110,0
44.86799,33.76189,2023-04-19,1002,0
44.87009,34.30058,2022-11-08,1106,0
44.87172,34.73964,2023-06-08,1013,0
44.87292,33.72373,2023-03-13,818,0
44.87404,34.28198,2023-01-25,1049,0
44.87467,34.74041,2023-05-24,1045,0
44.87625,34.28191,2023-01-25,1028,0
44.87986,34.28991,2023-03-16,1130,0
44.8805,33.7184,2022-03-22,1012,0
44.88409,34.29092,2022-12-20,1002,0
44.8867,33.7452,2022-03-22,1012,0
44.89489,34.041161,2022-03-30,0930,0
44.897125,34.043819,2022-03-30,0930,0
44.90044,34.037544,2022-03-30,0930,0
44.913841,35.194355,2022-06-29,1100,0
44.914181,35.189587,2022-06-29,1100,0
44.914623,35.195129,2022-06-29,1100,0
44.92661,33.66982,2023-06-08,1013,0
44.92688,33.67112,2023-06-08,1013,0
44.93869,33.71981,2023-03-16,949,0
44.952217,33.94154,2022-08-10,1024,0
44.953075,33.946533,2022-08-10,1024,0
44.95524,33.92313,2022-10-13,1038,0
44.956383,33.945381,2022-08-10,1024,0
44.957241,33.950359,2022-08-10,1024,0
44.96236,34.09238,2023-02-23,1123,0
44.96369,33.74763,2022-10-05,1026,0
44.96535,33.97179,2023-03-21,1045,0
44.96616,33.74147,2022-10-05,1026,0
44.98948,33.86173,2023-03-21,1045,0
44.9898,33.9413,2022-08-14,1031,0
44.994205,33.947258,2022-08-14,1000,0
44.998257,33.945316,2022-08-14,1000,0
44.9997,33.9374,2022-08-14,1031,0
45.00193,35.22766,2023-04-07,1026,0
45.002384,33.931648,2022-08-22,1048,0
45.003742,33.943317,2022-08-22,1048,0
45.00462,34.5668,2022-09-16,1123,0
45.00505,34.19842,2023-01-20,1021,0
45.005993,33.930882,2022-08-22,1048,0
45.00631,34.56285,2022-09-06,2326,0
45.006416,33.934475,2022-08-22,1048,0
45.006672,33.936714,2022-08-22,1048,0
45.007069,33.940319,2022-08-22,1048,0
45.007347,33.942551,2022-08-22,1048,0
45.010277,33.935936,2022-08-22,1048,0
45.010677,33.939548,2022-08-22,1048,0
45.01096,33.941784,2022-08-22,1048,0
45.0111,34.5745,2022-09-16,1106,0
45.0118,34.5812,2022-09-16,1106,0
45.0128,34.5906,2022-09-16,1106,0
45.01788,33.88466,2022-10-19,0924,0
45.02008,33.88919,2022-10-19,0924,0
45.03413,33.61682,2022-09-08,1034,0
45.03503,35.08295,2023-03-31,1011,0
45.03647,35.36256,2023-04-02,1036,0
45.037296,34.530037,2022-04-09,1118,0
45.03952,35.94412,2023-06-06,1002,0
45.04095,35.95076,2023-06-06,1002,0
45.041271,34.524628,2022-04-09,1118,0
45.041489,34.529453,2022-04-09,1118,0
45.042702,34.52961,2022-04-09,1118,0
45.0505,33.9896,2022-06-22,0844,0
45.054108,34.185211,2022-03-26,1042,0
45.05515,33.88914,2023-03-05,1138,0
45.057549,34.184383,2022-03-26,1042,0
45.061226,34.207542,2022-03-24,1118,0
45.06451,35.04599,2023-03-13,1117,0
45.06607,35.04957,2023-03-13,1136,0
45.06627,34.00642,2023-03-13,1136,0
45.06646,35.06699,2023-03-31,917,0
45.06652,35.06695,2023-03-31,917,0
45.06656,34.00299,2023-03-13,1117,0
45.06683,36.379814,2022-08-19,1006,0
45.06713,35.04819,2023-03-13,1136,0
45.06781,34.01302,2023-03-13,1045,0
45.06955,34.9072,2023-03-04,1129,0
45.07137,34.93638,2023-03-04,1129,0
45.07218,35.06227,2023-03-31,917,0
45.07263,34.91174,2023-03-04,1129,0
45.07279,34.94909,2023-01-20,0839,0
45.073959,34.938408,2022-03-30,0930,0
45.07462,34.94093,2023-03-04,1129,0
45.083355,35.198795,2022-07-07,1012,0
45.083542,36.427727,2022-08-19,1006,0
45.08439,34.93469,2023-03-04,1129,0
45.0868,36.4236,2022-08-19,1049,0
45.087036,36.426437,2022-08-19,1006,0
45.08812,36.432091,2022-08-19,1006,0
45.089191,36.437675,2022-08-19,1006,0
45.090252,36.443207,2022-08-19,1006,0
45.091614,36.430809000000004,2022-08-19,1006,0
45.0965,33.8865,2022-07-02,1059,0
45.09655,34.274033,2022-04-09,1118,0
45.10109,34.01713,2023-05-18,917,0
45.101894,34.273823,2022-04-09,1118,0
45.10588,34.01499,2023-05-14,1,0
45.10613,34.0177,2023-05-18,917,0
45.1184,36.40523,2022-09-10,0956,0
45.1192,33.9917,2022-09-29,1032,0
45.11921,36.40728,2022-09-10,0956,0
45.120411,34.867653,2022-08-29,1018,0
45.126244,36.295471,2022-08-10,1024,0
45.12718,33.99334,2022-09-29,1041,0
45.12722,35.09681,2023-01-03,0828,0
45.127274,34.000904,2022-07-22,0042,0
45.12788,33.99828,2022-09-29,1041,0
45.127968,33.998413,2022-08-13,0030,0
45.128017,33.998993,2022-07-18,0018,0
45.12812,34.00005,2022-07-29,2306,0
45.12831,34.00091,2023-06-07,2339,0
45.12831,34.99952,2023-06-11,1009,0
45.128399,34.001945,2022-07-25,2330,0
45.12855,34.00119,2023-03-08,2343,0
45.1286,33.99815,2023-05-18,2314,0
45.1286,33.99884,2023-06-06,2358,0
45.128601,33.998184,2022-07-23,0024,0
45.128674,34.00193,2022-07-28,2324,0
45.128738,33.99733,2022-08-05,0030,0
45.128746,33.998238,2022-08-13,0030,0
45.12875,34.000278,2022-08-06,0012,0
45.12897,33.99938,2023-06-07,48,0
45.129005,34.001835,2022-06-16,0018,0
45.129105,34.000084,2022-06-17,2342,0
45.12918,35.08424,2023-01-03,0828,0
45.129238,33.998985,2022-08-02,2330,0
45.129299,34.00045,2022-07-14,2336,0
45.129314,34.001907,2022-08-20,2342,0
45.129532,33.999496,2022-08-18,0036,0
45.129646,33.997784,2022-08-07,2336,0
45.129749,34.001637,2022-07-22,0042,0
45.12985,33.99834,2022-09-05,2346,0
45.129864,34.000523,2022-06-17,0000,0
45.130108,34.000393,2022-07-27,2342,0
45.130116,34.001312,2022-07-24,2348,0
45.130215,33.999313,2022-08-12,2254,0
45.130543,33.998932,2022-06-11,0012,0
45.130646,33.999706,2022-08-01,2348,0
45.13073,33.998585,2022-07-20,2324,0
45.132858,33.996792,2022-07-30,2248,0
45.13338,33.65053,2023-05-16,1136,0
45.13489,33.64822,2023-05-16,1136,0
45.139347,36.369061,2022-07-18,1006,0
45.1395,36.3851,2022-07-18,0919,0
45.13995,33.51868,2022-09-15,1002,0
45.142818,36.36755,2022-07-18,1006,0
45.143867,35.641964,2022-04-28,1024,0
45.143894,36.373146,2022-07-18,1006,0
45.143925,35.415791,2022-07-04,1106,0
45.1443,35.4166,2022-07-04,1047,0
45.1446,35.6352,2022-04-28,1027,0
45.146294,36.366089,2022-07-18,1006,0
45.147141,35.640945,2022-04-28,1024,0
45.15731,33.61694,2023-05-12,1051,0
45.15771,33.61695,2023-05-12,1110,0
45.16679,36.29782,2022-09-06,1110,0
45.167,36.30196,2022-09-06,1110,0
45.16903,36.30145,2022-09-06,1110,0
45.17535,35.43209,2022-10-12,0956,0
45.17734,34.63877,2022-10-22,1009,0
45.1901,34.2891,2022-07-01,0837,0
45.2019,36.3494,2022-07-06,0855,0
45.20353,36.29278,2023-03-11,1032,0
45.20461,34.01439,2022-11-08,1108,0
45.20641,33.37832,2022-09-19,2242,0
45.20877,33.37712,2022-09-19,2242,0
45.2128,33.3949,2022-08-07,0854,0
45.217999,36.374588,2022-08-12,1036,0
45.218678,36.380177,2022-08-12,1036,0
45.22061,33.4375,2022-10-14,1058,0
45.222,36.372,2022-08-12,1044,0
45.222191,36.379337,2022-08-12,1036,0
45.22538,34.18351,2023-01-21,1002,0
45.227268,29.704208,2022-03-28,1006,1
45.22735,35.14098,2023-03-07,1008,0
45.229038,29.701014,2022-03-28,1148,1
45.2294,35.2699,2022-07-01,0837,0
45.2315,35.2569,2022-07-01,0837,0
45.231808,29.701883,2022-03-28,1006,1
45.232597,28.7824,2022-08-12,1036,1
45.23376,33.5769,2022-11-05,2301,0
45.2365,29.6897,2022-03-27,1948,1
45.23739,33.27648,2023-04-01,1041,0
45.240932,28.693338,2022-03-24,1118,1
45.24448,33.28174,2023-03-14,1117,0
45.245068,33.402126,2022-05-27,1118,0
45.24522,28.65337,2023-03-15,1058,1
45.2453,29.687,2022-03-27,1948,1
45.245544,34.012753,2022-08-24,1012,0
45.24597,28.74891,2022-10-19,1104,1
45.246,33.27906,2023-03-31,1058,0
45.246761,36.330307,2022-03-21,1036,0
45.24749,28.6171,2023-03-09,1110,1
45.247547,28.602415,2022-03-31,1048,1
45.24799,28.7362,2022-10-19,1138,1
45.248047,28.636147,2022-03-24,1118,1
45.24809,28.68666,2023-02-20,1112,1
45.248745,35.063301,2022-04-02,1012,0
45.248875,28.591091,2022-03-30,1106,1
45.249168,28.581991,2022-03-30,1106,1
45.249325,28.585167,2022-03-29,1124,1
45.249535,28.596725,2022-03-30,1106,1
45.2498,28.75734,2022-10-19,1138,1
45.249851,34.233082,2022-03-29,2342,0
45.25016,28.607456,2022-04-01,1030,1
45.250534,28.593231,2022-03-30,1106,1
45.25076,28.69283,2023-02-20,0837,1
45.250828,28.585133,2022-03-29,2342,1
45.251076,28.57901,2022-03-30,1106,1
45.251186,29.688257,2022-03-28,0018,1
45.251209,28.598846,2022-03-30,1106,1
45.251526,28.578808,2022-03-29,2342,1
45.25211,28.7272,2022-10-20,0102,1
45.2522,34.9577,2022-03-23,0905,0
45.2524,28.68723,2023-02-20,1040,1
45.25241,28.67916,2023-02-20,0837,1
45.25275,28.74714,2022-10-19,1104,1
45.252968,28.759396,2022-07-21,0106,1
45.25338,28.74565,2022-10-08,0932,1
45.25338,29.688789,2022-03-28,0018,1
45.2542,29.6844,2022-03-27,1948,1
45.25445,28.7456,2022-10-08,0932,1
45.2546,29.7042,2022-03-28,0005,1
45.254601,28.769825,2022-07-20,2324,1
45.254627,29.68268,2022-03-28,0018,1
45.254795,29.689753,2022-03-28,0018,1
45.254833,28.618109,2022-03-28,0018,1
45.25493,28.64398,2023-03-09,1021,1
45.255066,28.763033,2022-07-20,2324,1
45.25592,28.64318,2023-03-09,1201,1
45.256065,29.683661,2022-03-28,0018,1
45.25647,28.676651,2022-03-28,1006,1
45.256618,28.764822,2022-07-21,0106,1
45.256664,28.676468,2022-03-28,1006,1
45.25754,28.7516,2022-10-21,1028,1
45.25758,28.74425,2022-10-21,1128,1
45.25789,28.64351,2023-03-09,1110,1
45.25799,28.74707,2022-10-08,0905,1
45.258236,29.684183,2022-03-28,0018,1
45.25832,28.75939,2022-07-21,0106,1
45.258362,28.762791,2022-07-21,0106,1
45.25924,28.65477,2023-03-09,1110,1
45.25948,29.678078,2022-03-28,0018,1
45.25954,28.74535,2022-10-19,1104,1
45.25957,35.63297,2023-03-02,1051,0
45.259678,29.685154,2022-03-28,0018,1
45.259705,28.76372,2022-07-20,2324,1
45.25991,28.7408,2022-10-08,0932,1
45.26056,28.75324,2022-10-21,1128,1
45.260944,29.679068,2022-03-28,0018,1
45.261047,36.300564,2022-04-03,0006,0
45.26139,28.7499,2022-10-21,1028,1
45.2618,28.74299,2022-10-19,1104,1
45.262215,29.672977,2022-03-28,0018,1
45.26252,34.67273,2023-05-04,932,0
45.263088,29.679579,2022-03-28,0018,1
45.2633,34.6757,2022-05-12,0851,0
45.263451,28.555136,2022-08-30,1000,1
45.264332,29.673481,2022-03-28,0018,1
45.26465,33.27512,2023-03-31,1058,0
45.265,29.6691,2022-03-27,0840,1
45.26526,33.27311,2023-03-31,1058,0
45.265823,29.674475,2022-03-28,0018,1
45.26733,28.72943,2022-11-07,1151,1
45.2706,33.6004,2022-03-09,1043,0
45.271152,28.523331,2022-04-07,1018,1
45.272343,28.541569,2022-07-24,0006,1
45.27381,28.55084,2022-10-26,2250,1
45.27385,28.56054,2022-10-27,1049,1
45.27412,34.8359,2023-03-08,807,0
45.2745,28.55841,2022-10-26,2250,1
45.274597,28.533005,2022-03-30,1106,1
45.27518,28.56374,2022-10-27,1013,1
45.27519,28.56304,2022-10-27,0030,1
45.275623,28.745718,2022-03-24,2336,1
45.27588,34.82392,2023-04-14,1136,0
45.276379,36.394814,2022-08-10,2236,0
45.27655,28.55669,2022-10-27,0030,1
45.27676,34.82745,2023-03-08,807,0
45.2778,34.82101,2023-04-14,1136,0
45.27791,28.55033,2022-10-27,0030,1
45.277939,33.404625,2022-05-03,2248,0
45.27796,28.55496,2022-10-27,1013,1
45.278118,28.532167,2022-03-30,1106,1
45.27818,28.55211,2022-10-27,1155,1
45.27887,28.56461,2022-10-27,0030,1
45.279,28.55002,2022-10-29,2333,1
45.27963,28.55516,2022-10-28,2352,1
45.27973,28.55392,2022-10-28,0009,1
45.28023,28.55825,2022-10-27,0030,1
45.28031,28.54958,2022-10-28,2352,1
45.28046,28.5543,2022-10-28,2352,1
45.280823,33.406132,2022-05-03,2248,0
45.280991,33.400116,2022-05-03,2248,0
45.28103,28.57752,2022-10-26,1214,1
45.28111,28.55075,2022-10-26,2250,1
45.28117,36.24437,2022-09-21,0949,0
45.28128,28.56105,2022-10-26,2250,1
45.28179,28.55824,2022-10-26,2250,1
45.28277,28.56084,2022-10-31,1041,1
45.283203,28.943756,2022-04-01,1030,1
45.2836,28.74482,2023-03-08,5,1
45.283859,33.405102,2022-05-03,2248,0
45.2844,29.6733,2022-03-27,0840,1
45.28452,28.54792,2022-10-24,1157,1
45.2846,28.5421,2022-03-21,1107,1
45.2848,28.5283,2022-08-08,1110,1
45.28552,28.93855,2022-11-02,1002,1
45.285854,28.476763,2022-04-13,1148,1
45.286263,36.344673,2022-08-12,2254,0
45.2867,28.5408,2022-08-08,1110,1
45.28675,28.94288,2022-11-02,1002,1
45.28689,28.74267,2023-03-07,2316,1
45.28699,28.57926,2022-10-26,1034,1
45.287563,28.531784,2022-08-08,1100,1
45.28838,28.57789,2022-10-26,1214,1
45.28891,28.5583,2022-10-25,1102,1
45.288921,28.541941,2022-08-08,1100,1
45.28927,28.93145,2022-11-02,1002,1
45.2893,28.563,2022-10-25,0107,1
45.28936,28.57149,2022-10-26,1034,1
45.29049,28.93575,2022-11-02,1002,1
45.29064,28.57775,2022-10-26,1034,1
45.29083,28.55781,2022-10-25,1051,1
45.29095,28.54885,2022-10-24,1113,1
45.291157,28.471382,2022-04-13,1148,1
45.291592,28.535965,2022-08-08,1100,1
45.29164,28.55451,2022-10-24,1113,1
45.29172,28.94008,2022-11-02,1002,1
45.292,28.56489,2022-10-24,2329,1
45.29218,28.9392,2022-11-02,0018,1
45.292271,28.541042,2022-08-08,1100,1
45.29295,28.94442,2022-11-02,1002,1
45.29301,28.56998,2022-10-26,1034,1
45.29317,28.55174,2022-10-24,1113,1
45.29332,28.55137,2022-10-23,2346,1
45.29343,35.12592,2023-03-08,807,0
45.29392,28.94129,2022-11-02,0018,1
45.29411,28.55675,2022-10-25,1051,1
45.2943,28.57624,2022-10-26,1034,1
45.29468,28.56635,2022-10-25,0107,1
45.29477,28.55383,2022-10-24,0126,1
45.29489,28.75412,2023-03-23,1009,1
45.2949,28.93606,2022-11-02,0018,1
45.29517,28.55367,2022-10-24,1113,1
45.2955,28.5381,2022-08-08,1110,1
45.29562,28.93482,2022-11-02,0828,1
45.295868,28.47193,2022-04-13,1006,1
45.29615,28.773411,2022-07-15,1100,1
45.296307,28.545223,2022-08-08,1100,1
45.29654,28.56498,2022-10-24,1113,1
45.29669,28.56554,2022-10-24,2329,1
45.296829,28.778593,2022-07-15,1100,1
45.29705,28.5522,2022-10-23,2346,1
45.29737,28.55656,2022-10-24,1113,1
45.29753,34.94058,2023-04-19,1053,0
45.29765,28.94215,2022-11-02,1142,1
45.29795,28.57473,2022-10-26,1034,1
45.29803,28.56223,2022-10-24,1113,1
45.29869,28.5679,2022-10-24,1113,1
45.298977,28.539246,2022-08-08,1100,1
